timestamp,multiplicador_round,cashout_alvo,valor_apostado,resultado,cashout_obtido,lucro_aposta,banca_acumulada,cadeia_pos,cofre,estrategia
2026-05-25T14:53:54,1.78,2.00,100.00,perdeu,1.61,-100.00,-100.00,0,0.00,P2.1_ou_rosa
2026-05-25T14:54:44,11.91,1.20,100.00,perdeu,1.13,-100.00,-200.00,0,0.00,default_1.20x
2026-05-25T14:55:05,51.15,1.20,100.00,ganhou,1.23,23.00,-100.00,0,0.00,default_1.20x
2026-05-25T14:55:30,1.05,1.20,123.00,ganhou,1.21,25.83,23.00,0,0.00,default_1.20x
2026-05-25T14:55:59,3.63,1.20,148.83,ganhou,1.21,31.25,171.83,0,31.25,default_1.20x
2026-05-25T14:56:22,5.24,1.20,100.00,ganhou,1.20,20.00,271.83,0,31.25,default_1.20x
2026-05-25T14:56:42,3.05,1.20,120.00,ganhou,1.20,24.00,391.83,0,31.25,default_1.20x
2026-05-25T14:57:05,2.62,1.20,144.00,perdeu,1.12,-144.00,247.83,0,31.25,default_1.20x
2026-05-25T14:57:33,71.14,1.20,100.00,ganhou,1.20,20.00,347.83,0,31.25,default_1.20x
2026-05-25T14:58:10,1.77,1.20,120.00,perdeu,0.00,-120.00,227.83,0,31.25,default_1.20x
2026-05-25T14:58:24,33.07,1.20,100.00,ganhou,1.20,20.00,327.83,0,31.25,default_1.20x
