timestamp,multiplicador_round,cashout_alvo,valor_apostado,resultado,cashout_obtido,lucro_aposta,banca_acumulada,cadeia_pos,cofre,estrategia
2026-05-25T14:27:56,2.62,1.20,120.00,ganhou,1.24,28.80,3172.30,0,364.51,default_1.20x
2026-05-25T14:28:31,1.07,1.20,148.80,perdeu,1.03,-148.80,3023.50,0,364.51,default_1.20x
2026-05-25T14:29:04,1.84,1.20,100.00,ganhou,1.20,20.00,3123.50,0,364.51,default_1.20x
2026-05-25T14:29:22,1.27,2.00,120.00,ganhou,2.02,122.40,3243.50,0,364.51,P2.1_ou_rosa
2026-05-25T14:29:37,31.27,1.20,242.40,perdeu,1.15,-242.40,3001.10,0,364.51,default_1.20x
2026-05-25T14:30:03,1.54,1.20,100.00,ganhou,1.22,22.00,3101.10,0,364.51,default_1.20x
2026-05-25T14:30:21,2.05,1.20,122.00,ganhou,1.21,25.62,3223.10,0,364.51,default_1.20x
2026-05-25T14:30:49,1.41,1.20,147.62,perdeu,0.00,-147.62,3075.48,0,364.51,default_1.20x
2026-05-25T14:31:16,1.26,2.00,100.00,ganhou,2.04,104.00,3175.48,0,364.51,P2.1_ou_rosa
2026-05-25T14:31:46,71.26,1.20,204.00,perdeu,0.00,-204.00,2971.48,0,364.51,default_1.20x
2026-05-25T14:32:16,2.60,1.20,100.00,perdeu,1.00,-100.00,2871.48,0,364.51,default_1.20x
2026-05-25T14:32:36,1.00,1.20,100.00,perdeu,1.11,-100.00,2771.48,0,364.51,default_1.20x
2026-05-25T14:32:56,1.03,1.20,100.00,ganhou,1.20,20.00,2871.48,0,364.51,default_1.20x
2026-05-25T14:33:15,1.30,2.00,120.00,ganhou,2.00,120.00,2991.48,0,364.51,P2.1_ou_rosa
2026-05-25T14:33:31,3.00,1.20,240.00,ganhou,1.20,48.00,3231.48,0,412.51,default_1.20x
2026-05-25T14:33:33,1.25,0.00,0.00,pulado,0.00,0.00,3231.48,0,412.51,pausado
2026-05-25T14:33:41,1.01,0.00,0.00,pulado,0.00,0.00,3231.48,0,412.51,pausado
2026-05-25T14:34:31,11.33,1.20,100.00,ganhou,1.23,23.00,3331.48,0,412.51,default_1.20x
2026-05-25T14:34:48,1.95,1.20,123.00,ganhou,1.22,27.06,3454.48,0,412.51,default_1.20x
2026-05-25T14:35:04,1.71,1.20,150.06,ganhou,1.26,39.02,3604.54,0,451.52,default_1.20x
2026-05-25T14:35:27,3.21,1.20,100.00,ganhou,1.21,21.00,3704.54,0,451.52,default_1.20x
2026-05-25T14:35:41,1.52,1.20,121.00,ganhou,1.22,26.62,3825.54,0,451.52,default_1.20x
2026-05-25T14:36:06,3.64,1.20,147.62,ganhou,1.20,29.52,3973.16,0,481.04,default_1.20x
2026-05-25T14:36:19,1.37,1.20,100.00,ganhou,1.23,23.00,4073.16,0,481.04,default_1.20x
2026-05-25T14:37:10,3.64,1.20,123.00,perdeu,1.17,-123.00,3950.16,0,481.04,default_1.20x
2026-05-25T14:37:35,1.41,1.20,100.00,ganhou,1.20,20.00,4050.16,0,481.04,default_1.20x
2026-05-25T14:38:24,26.30,1.20,120.00,ganhou,1.21,25.20,4170.16,0,481.04,default_1.20x
2026-05-25T14:38:56,6.93,1.20,145.20,ganhou,1.20,29.04,4315.36,0,510.08,default_1.20x
2026-05-25T14:39:19,3.24,1.20,100.00,perdeu,1.02,-100.00,4215.36,0,510.08,default_1.20x
2026-05-25T14:39:57,1.51,1.20,100.00,ganhou,1.21,21.00,4315.36,0,510.08,default_1.20x
2026-05-25T14:40:10,1.30,1.20,121.00,ganhou,1.28,33.88,4436.36,0,510.08,default_1.20x
2026-05-25T14:40:22,1.69,2.00,154.88,perdeu,1.00,-154.88,4281.48,0,510.08,P2.1_ou_rosa
2026-05-25T14:40:59,3.64,1.20,100.00,ganhou,1.25,25.00,4381.48,0,510.08,default_1.20x
2026-05-25T14:41:29,8.64,1.20,125.00,ganhou,1.34,42.50,4506.48,0,510.08,default_1.20x
2026-05-25T14:41:41,1.54,1.20,167.50,perdeu,1.14,-167.50,4338.98,0,510.08,default_1.20x
2026-05-25T14:42:17,1.10,1.20,100.00,ganhou,1.20,20.00,4438.98,0,510.08,default_1.20x
2026-05-25T14:42:39,1.51,2.00,120.00,perdeu,1.22,-120.00,4318.98,0,510.08,P2.1_ou_rosa
2026-05-25T14:43:03,71.26,1.20,100.00,ganhou,1.21,21.00,4418.98,0,510.08,default_1.20x
2026-05-25T14:43:32,1.37,1.20,121.00,ganhou,1.21,25.41,4539.98,0,510.08,default_1.20x
2026-05-25T14:43:45,1.32,1.20,146.41,ganhou,1.23,33.67,4686.39,0,543.76,default_1.20x
2026-05-25T14:44:05,2.56,1.20,100.00,ganhou,1.21,21.00,4786.39,0,543.76,default_1.20x
2026-05-25T14:44:20,1.65,1.20,121.00,ganhou,1.21,25.41,4907.39,0,543.76,default_1.20x
2026-05-25T14:44:43,1.84,2.00,146.41,ganhou,2.00,146.41,5053.80,0,690.17,P2.1_ou_rosa
