timestamp,multiplicador_round,cashout_alvo,valor_apostado,resultado,cashout_obtido,lucro_aposta,banca_acumulada,cadeia_pos,cofre,estrategia
2026-05-26T15:34:50,5.09,1.20,1000.00,ganhou,1.21,210.00,-448.00,0,0.00,default_1.20x
2026-05-26T15:35:05,1.58,1.20,1210.00,ganhou,1.24,290.40,762.00,0,0.00,default_1.20x
2026-05-26T15:35:17,1.38,1.20,1500.40,ganhou,1.20,300.08,2262.40,0,0.00,default_1.20x
2026-05-26T15:35:47,5.55,1.20,1800.48,ganhou,1.21,378.10,4062.88,0,378.10,default_1.20x
2026-05-26T15:36:13,75.55,1.20,1000.00,ganhou,1.22,220.00,5062.88,0,378.10,default_1.20x
2026-05-26T15:36:49,4.07,1.20,1220.00,perdeu,0.00,-1220.00,3842.88,0,378.10,default_1.20x
2026-05-26T15:37:05,34.61,1.20,1000.00,ganhou,1.22,220.00,4842.88,0,378.10,default_1.20x
2026-05-26T15:37:33,4.70,1.20,1220.00,ganhou,1.20,244.00,6062.88,0,378.10,default_1.20x
2026-05-26T15:37:55,14.70,1.20,1464.00,ganhou,1.23,336.72,7526.88,0,378.10,default_1.20x
2026-05-26T15:38:09,1.39,1.20,1800.72,ganhou,1.34,612.24,9327.60,0,990.35,default_1.20x
2026-05-26T15:38:26,511.39,1.20,1000.00,perdeu,1.05,-1000.00,8327.60,0,990.35,default_1.20x
2026-05-26T15:38:55,1.90,1.20,1000.00,ganhou,1.20,200.00,9327.60,0,990.35,default_1.20x
2026-05-26T15:39:20,4.42,1.20,1200.00,perdeu,1.05,-1200.00,8127.60,0,990.35,default_1.20x
2026-05-26T15:40:05,2.39,1.20,1000.00,ganhou,1.24,240.00,9127.60,0,990.35,default_1.20x
2026-05-26T15:40:33,6.18,1.20,1240.00,perdeu,0.00,-1240.00,7887.60,0,990.35,default_1.20x
2026-05-26T15:40:56,1.09,1.20,1000.00,ganhou,1.26,260.00,8887.60,0,990.35,default_1.20x
2026-05-26T15:41:18,3.62,1.20,1260.00,perdeu,1.01,-1260.00,7627.60,0,990.35,default_1.20x
