timestamp,multiplicador_round,cashout_alvo,valor_apostado,resultado,cashout_obtido,lucro_aposta,banca_acumulada,cadeia_pos,cofre,estrategia
2026-06-04T14:12:22,5.93,2.00,10.00,ganhou,2.04,10.40,10.40,0,52.40,P4_hot_streak
2026-06-04T14:12:43,24.91,2.00,20.40,perdeu,1.37,-20.40,-10.00,0,52.40,P4_hot_streak
2026-06-04T14:12:57,1.39,2.00,10.00,perdeu,1.31,-10.00,-20.00,0,52.40,P4_hot_streak
2026-06-04T14:13:16,1.32,2.00,10.00,perdeu,1.81,-10.00,-30.00,0,52.40,P4_hot_streak
2026-06-04T14:13:40,1.88,2.00,10.00,ganhou,2.53,15.30,-14.70,0,52.40,P4_hot_streak
2026-06-04T14:14:06,2.92,2.00,25.30,ganhou,2.09,27.58,12.88,0,79.97,P4_hot_streak
2026-06-04T14:14:29,3.95,2.00,10.00,ganhou,2.20,12.00,24.88,0,79.97,P4_hot_streak
2026-06-04T14:14:42,2.23,2.00,22.00,perdeu,0.00,-22.00,2.88,0,79.97,P4_hot_streak
2026-06-04T14:15:17,971.00,0.00,0.00,pulado,0.00,0.00,2.88,0,79.97,P1_pos_mega
2026-06-04T14:15:18,7.97,0.00,0.00,pulado,0.00,0.00,2.88,0,79.97,P1_pos_mega
2026-06-04T14:15:42,2.85,0.00,0.00,pulado,0.00,0.00,2.88,0,79.97,P1_pos_mega
2026-06-04T14:16:16,1.33,2.00,10.00,ganhou,2.02,10.20,13.08,0,79.97,P6_default
2026-06-04T14:16:58,22.68,2.00,20.20,perdeu,1.13,-20.20,-7.12,0,79.97,P4_hot_streak
2026-06-04T14:17:18,1.17,2.00,10.00,ganhou,2.02,10.20,3.08,0,79.97,P4_hot_streak
2026-06-04T14:17:45,3.36,2.00,20.20,ganhou,2.02,20.60,23.68,0,100.58,P4_hot_streak
2026-06-04T14:18:14,5.00,2.00,10.00,perdeu,1.83,-10.00,13.68,0,100.58,P4_hot_streak
2026-06-04T14:18:35,1.88,2.00,10.00,ganhou,2.00,10.00,23.68,0,100.58,P4_hot_streak
2026-06-04T14:19:08,12.68,2.00,20.00,perdeu,0.00,-20.00,3.68,0,100.58,P4_hot_streak
2026-06-04T14:19:31,1.73,2.00,10.00,perdeu,1.47,-10.00,-6.32,0,100.58,P4_hot_streak
2026-06-04T14:19:33,491.73,0.00,0.00,pulado,0.00,0.00,-6.32,0,100.58,P1_pos_mega
2026-06-04T14:19:34,1.49,0.00,0.00,pulado,0.00,0.00,-6.32,0,100.58,P1_pos_mega
2026-06-04T14:19:56,2.15,0.00,0.00,pulado,0.00,0.00,-6.32,0,100.58,P1_pos_mega
2026-06-04T14:20:35,2.29,2.00,10.00,ganhou,2.04,10.40,4.08,0,100.58,P4_hot_streak
2026-06-04T14:21:15,10.09,2.00,20.40,ganhou,2.00,20.40,24.48,0,120.98,P4_hot_streak
2026-06-04T14:21:48,710.09,0.00,0.00,pulado,0.00,0.00,24.48,0,120.98,P1_pos_mega
2026-06-04T14:21:49,35.37,0.00,0.00,pulado,0.00,0.00,24.48,0,120.98,P1_pos_mega
2026-06-04T14:22:04,1.16,0.00,0.00,pulado,0.00,0.00,24.48,0,120.98,P1_pos_mega
2026-06-04T14:23:00,2.56,2.00,10.00,ganhou,2.11,11.10,35.58,0,120.98,P4_hot_streak
