timestamp,multiplicador_round,cashout_alvo,valor_apostado,resultado,cashout_obtido,lucro_aposta,banca_acumulada,cadeia_pos,cofre,estrategia
2026-06-04T14:41:51,2.42,1.70,17.10,perdeu,1.22,-17.10,-17.10,0,167.36,P6_default
2026-06-04T14:42:03,1.24,1.70,10.00,perdeu,1.00,-10.00,-27.10,0,167.36,P6_default
2026-06-04T14:42:22,1.02,1.70,10.00,ganhou,1.71,7.10,-20.00,0,167.36,P6_default
2026-06-04T14:43:07,25.72,1.50,17.10,perdeu,1.28,-17.10,-37.10,0,167.36,P5_rosa_queimada
2026-06-04T14:43:09,2925.72,0.00,0.00,pulado,0.00,0.00,-37.10,0,167.36,P1_pos_mega
2026-06-04T14:43:10,1.29,0.00,0.00,pulado,0.00,0.00,-37.10,0,167.36,P1_pos_mega
2026-06-04T14:43:20,1.00,0.00,0.00,pulado,0.00,0.00,-37.10,0,167.36,P1_pos_mega
2026-06-04T14:44:01,2.42,2.00,10.00,perdeu,1.94,-10.00,-47.10,0,167.36,P4_hot_streak
2026-06-04T14:44:21,2.04,2.00,10.00,ganhou,2.02,10.20,-36.90,0,167.36,P4_hot_streak
2026-06-04T14:45:04,1.00,2.00,20.20,perdeu,1.08,-20.20,-57.10,0,167.36,P4_hot_streak
2026-06-04T14:45:16,1.09,2.00,10.00,perdeu,1.17,-10.00,-67.10,0,167.36,P4_hot_streak
