timestamp,multiplicador_round,cashout_alvo,valor_apostado,resultado,cashout_obtido,lucro_aposta,banca_acumulada,cadeia_pos,cofre,estrategia
2026-05-25T13:33:28,1.50,1.20,100.00,ganhou,1.22,22.00,390.62,0,64.54,default_1.20x
2026-05-25T13:33:56,1.41,1.20,122.00,ganhou,1.24,29.28,512.62,0,64.54,default_1.20x
2026-05-25T13:34:31,1.53,1.20,151.28,ganhou,1.22,33.28,663.90,0,97.82,default_1.20x
2026-05-25T13:34:55,9.12,1.20,100.00,ganhou,1.20,20.00,763.90,0,97.82,default_1.20x
2026-05-25T13:35:30,3.57,1.20,120.00,ganhou,1.25,30.00,883.90,0,97.82,default_1.20x
2026-05-25T13:36:05,8.11,1.20,150.00,ganhou,1.24,36.00,1033.90,0,133.82,default_1.20x
2026-05-25T13:36:37,8.35,1.20,100.00,ganhou,1.20,20.00,1133.90,0,133.82,default_1.20x
2026-05-25T13:36:59,2.42,20.00,100.00,perdeu,1.45,-100.00,1033.90,0,133.82,P2.3_roxos
2026-05-25T13:37:23,211.49,1.20,100.00,ganhou,1.22,22.00,1133.90,0,133.82,default_1.20x
2026-05-25T13:37:47,1.21,1.20,122.00,perdeu,1.05,-122.00,1011.90,0,133.82,default_1.20x
2026-05-25T13:38:28,1.67,1.20,100.00,ganhou,1.22,22.00,1111.90,0,133.82,default_1.20x
2026-05-25T13:38:49,1.01,1.20,122.00,ganhou,1.30,36.60,1233.90,0,133.82,default_1.20x
2026-05-25T13:39:22,7.74,1.20,158.60,ganhou,1.20,31.72,1392.50,0,165.54,default_1.20x
2026-05-25T13:40:06,971.28,1.20,100.00,perdeu,0.00,-100.00,1292.50,0,165.54,default_1.20x
2026-05-25T13:40:32,1.67,1.20,100.00,ganhou,1.21,21.00,1392.50,0,165.54,default_1.20x
2026-05-25T13:40:56,1.15,1.20,121.00,ganhou,1.23,27.83,1513.50,0,165.54,default_1.20x
2026-05-25T13:41:24,5.28,1.20,148.83,ganhou,1.22,32.74,1662.33,0,198.28,default_1.20x
2026-05-25T13:41:52,4.66,1.20,100.00,ganhou,1.21,21.00,1762.33,0,198.28,default_1.20x
2026-05-25T13:42:15,3.06,1.20,121.00,ganhou,1.24,29.04,1883.33,0,198.28,default_1.20x
2026-05-25T13:42:34,2.36,1.20,150.04,ganhou,1.21,31.51,2033.37,0,229.79,default_1.20x
2026-05-25T13:43:11,1.21,1.20,100.00,ganhou,1.23,23.00,2133.37,0,229.79,default_1.20x
2026-05-25T13:43:42,251.21,1.20,123.00,perdeu,0.00,-123.00,2010.37,0,229.79,default_1.20x
2026-05-25T13:44:07,1.45,1.20,100.00,ganhou,1.23,23.00,2110.37,0,229.79,default_1.20x
2026-05-25T13:44:59,201.84,1.20,123.00,ganhou,1.23,28.29,2233.37,0,229.79,default_1.20x
2026-05-25T13:45:58,20.19,1.20,151.29,ganhou,1.23,34.80,2384.66,0,264.59,default_1.20x
2026-05-25T13:46:12,1.86,1.20,100.00,perdeu,1.01,-100.00,2284.66,0,264.59,default_1.20x
2026-05-25T13:46:49,3.75,1.20,100.00,ganhou,1.20,20.00,2384.66,0,264.59,default_1.20x
2026-05-25T13:47:31,5.62,1.20,120.00,perdeu,1.06,-120.00,2264.66,0,264.59,default_1.20x
2026-05-25T13:48:27,18.25,1.20,100.00,ganhou,1.20,20.00,2364.66,0,264.59,default_1.20x
2026-05-25T13:49:08,4.49,1.20,120.00,ganhou,1.26,31.20,2484.66,0,264.59,default_1.20x
2026-05-25T13:49:34,4.33,1.20,151.20,ganhou,1.23,34.78,2635.86,0,299.36,default_1.20x
2026-05-25T13:50:16,1.50,1.20,100.00,perdeu,1.18,-100.00,2535.86,0,299.36,default_1.20x
2026-05-25T13:50:41,2.68,1.20,100.00,perdeu,0.00,-100.00,2435.86,0,299.36,default_1.20x
2026-05-25T13:51:27,7.69,1.20,100.00,ganhou,1.24,24.00,2535.86,0,299.36,default_1.20x
2026-05-25T13:51:37,1.50,1.20,124.00,perdeu,0.00,-124.00,2411.86,0,299.36,default_1.20x
2026-05-25T13:51:50,1.05,1.20,100.00,ganhou,1.24,24.00,2511.86,0,299.36,default_1.20x
2026-05-25T13:52:26,9.50,1.20,124.00,ganhou,1.21,26.04,2635.86,0,299.36,default_1.20x
2026-05-25T13:52:49,3.35,1.20,150.04,ganhou,1.20,30.01,2785.90,0,329.37,default_1.20x
2026-05-25T13:53:11,3.46,1.20,100.00,perdeu,0.00,-100.00,2685.90,0,329.37,default_1.20x
2026-05-25T13:53:40,1.94,1.20,100.00,ganhou,1.20,20.00,2785.90,0,329.37,default_1.20x
2026-05-25T13:53:56,31.94,1.20,120.00,ganhou,1.22,26.40,2905.90,0,329.37,default_1.20x
2026-05-25T13:54:30,1.83,1.20,146.40,ganhou,1.24,35.14,3052.30,0,364.51,default_1.20x
2026-05-25T13:55:13,6.74,1.20,100.00,perdeu,0.00,-100.00,2952.30,0,364.51,default_1.20x
2026-05-25T13:55:46,290.35,1.20,100.00,ganhou,1.20,20.00,3052.30,0,364.51,default_1.20x
