timestamp,crash,classificacao,pct_rosas,q67,mediana
2026-06-03T15:05:57,1.07,fria,2.5,2.41,1.80
2026-06-03T15:06:09,1.02,fria,2.5,2.41,1.77
2026-06-03T15:06:22,1.14,fria,2.5,2.35,1.75
2026-06-03T15:06:40,1.26,fria,2.5,2.35,1.69
2026-06-03T15:07:25,31.25,fria,3.8,2.41,1.75
2026-06-03T15:07:40,1.48,fria,3.8,2.35,1.69
2026-06-03T15:08:46,31.25,fria,5.0,2.41,1.75
2026-06-03T15:08:48,115.85,normal,6.2,2.41,1.75
2026-06-03T15:09:03,1.19,normal,6.2,2.41,1.75
2026-06-03T15:09:27,2.69,normal,6.2,2.49,1.75
2026-06-03T15:09:59,2.54,normal,6.2,2.52,1.77
2026-06-03T15:10:14,3.57,normal,6.2,2.54,1.77
2026-06-03T15:10:50,8.63,normal,6.2,2.62,1.80
2026-06-03T15:11:09,1.82,normal,6.2,2.62,1.80
2026-06-03T15:11:20,1.00,normal,6.2,2.54,1.77
2026-06-03T15:11:48,3.99,normal,6.2,2.62,1.80
2026-06-03T15:12:25,7.97,normal,6.2,2.69,1.82
2026-06-03T15:12:45,1.19,normal,6.2,2.69,1.82
2026-06-03T15:12:56,1.06,normal,6.2,2.62,1.80
2026-06-04T09:49:55,1.00,normal,7.1,5.62,3.64
2026-06-04T09:56:46,1.33,fria,4.0,3.09,2.05
2026-06-04T09:56:57,1.03,fria,3.8,3.09,2.05
2026-06-04T09:57:09,1.04,fria,3.7,3.09,1.63
2026-06-04T09:57:21,1.24,fria,3.6,3.05,1.63
2026-06-04T09:57:54,2.82,fria,3.4,3.05,1.63
2026-06-04T09:58:01,1.86,fria,3.3,3.05,1.86
2026-06-04T10:00:49,1.66,fria,3.3,3.64,2.80
2026-06-04T10:01:00,1.03,fria,3.2,3.46,2.58
2026-06-04T10:01:28,3.99,fria,3.1,3.64,2.80
2026-06-04T10:15:40,1.66,normal,7.3,3.05,1.73
2026-06-04T10:15:55,1.47,normal,7.1,3.05,1.73
2026-06-04T10:20:04,2.13,normal,8.1,3.28,1.66
