timestamp,multiplicador_round,cashout_alvo,valor_apostado,resultado,cashout_obtido,lucro_aposta,banca_acumulada,cadeia_pos,cofre,estrategia
2026-05-25T15:04:36,1.94,1.20,120.00,ganhou,1.21,25.20,447.83,0,31.25,default_1.20x
2026-05-25T15:05:16,4.34,1.20,145.20,ganhou,1.21,30.49,593.03,0,61.75,default_1.20x
2026-05-25T15:06:06,30.42,1.20,100.00,ganhou,1.20,20.00,693.03,0,61.75,default_1.20x
2026-05-25T15:07:06,42.41,1.20,120.00,ganhou,1.22,26.40,813.03,0,61.75,default_1.20x
2026-05-25T15:07:23,2.02,1.20,146.40,ganhou,1.20,29.28,959.43,0,91.03,default_1.20x
2026-05-25T15:08:01,7.02,1.20,100.00,ganhou,1.21,21.00,1059.43,0,91.03,default_1.20x
2026-05-25T15:08:28,10.67,1.20,100.00,perdeu,1.00,-100.00,959.43,0,91.03,default_1.20x
2026-05-25T15:09:02,3.54,1.20,100.00,perdeu,1.09,-100.00,859.43,0,91.03,default_1.20x
2026-05-25T15:09:38,3.33,1.20,100.00,ganhou,1.23,23.00,959.43,0,91.03,default_1.20x
2026-05-25T15:10:51,30.21,1.20,123.00,ganhou,1.21,25.83,1082.43,0,91.03,default_1.20x
2026-05-25T15:11:09,80.21,1.20,100.00,perdeu,1.00,-100.00,982.43,0,91.03,default_1.20x
2026-05-25T15:11:22,1.02,1.20,100.00,ganhou,1.32,32.00,1082.43,0,91.03,default_1.20x
2026-05-25T15:11:55,5.32,1.20,100.00,ganhou,1.20,20.00,1182.43,0,91.03,default_1.20x
2026-05-25T15:12:39,1.02,1.20,100.00,ganhou,1.23,23.00,1282.43,0,114.03,default_1.20x
2026-05-25T15:12:54,18.50,1.20,100.00,ganhou,1.20,20.00,1382.43,0,114.03,default_1.20x
2026-05-25T15:13:18,1.57,1.20,100.00,ganhou,1.20,20.00,1482.43,0,114.03,default_1.20x
2026-05-25T15:13:38,3.74,1.20,100.00,ganhou,1.22,22.00,1582.43,0,136.03,default_1.20x
