timestamp,multiplicador_round,cashout_alvo,valor_apostado,resultado,cashout_obtido,lucro_aposta,banca_acumulada,cadeia_pos,cofre,estrategia
2026-06-04T10:10:26,1.52,1.50,10.00,perdeu,1.18,-10.00,-10.00,0,0.00,P6_default
2026-06-04T10:10:53,1.43,1.50,10.00,perdeu,1.00,-10.00,-20.00,0,0.00,P6_default
2026-06-04T10:11:22,1.20,1.50,10.00,ganhou,1.52,5.20,-14.80,0,0.00,P6_default
2026-06-04T10:11:46,3.22,1.50,15.20,ganhou,1.51,7.75,-7.05,0,7.75,P6_default
2026-06-04T10:12:49,25.36,1.50,10.00,ganhou,1.53,5.30,-1.75,0,7.75,P5_rosa_queimada
2026-06-04T10:13:14,1.30,1.50,15.30,ganhou,1.50,7.65,5.90,0,15.40,P6_default
2026-06-04T10:13:47,3.06,1.50,10.00,perdeu,1.11,-10.00,-4.10,0,15.40,P6_default
2026-06-04T10:14:11,1.24,1.50,10.00,perdeu,1.07,-10.00,-14.10,0,15.40,P6_default
2026-06-04T10:14:43,1.39,1.50,10.00,ganhou,1.52,5.20,-8.90,0,15.40,P6_default
2026-06-04T10:15:21,10.23,2.00,15.20,perdeu,1.63,-15.20,-24.10,0,15.40,P4_hot_streak
2026-06-04T10:15:38,1.65,2.00,10.00,perdeu,1.64,-10.00,-34.10,0,15.40,P4_hot_streak
