timestamp,multiplicador_round,cashout_alvo,valor_apostado,resultado,cashout_obtido,lucro_aposta,banca_acumulada,cadeia_pos,cofre,estrategia
2026-06-04T14:30:32,1.53,1.70,10.00,perdeu,1.61,-10.00,-10.00,0,154.40,P6_default
2026-06-04T14:31:09,2.10,1.70,10.00,ganhou,1.70,7.00,-3.00,0,154.40,P6_default
2026-06-04T14:31:30,2.57,1.70,17.00,perdeu,1.44,-17.00,-20.00,0,154.40,P6_default
2026-06-04T14:32:10,2.69,1.70,10.00,ganhou,1.71,7.10,-12.90,0,154.40,P6_default
2026-06-04T14:33:43,93.95,1.50,17.10,perdeu,1.23,-17.10,-30.00,0,154.40,P5_rosa_queimada
2026-06-04T14:34:27,94.87,2.00,10.00,perdeu,1.34,-10.00,-40.00,0,154.40,P4_hot_streak
2026-06-04T14:34:48,1.36,2.00,10.00,ganhou,2.00,10.00,-30.00,0,154.40,P4_hot_streak
2026-06-04T14:35:28,8.80,2.00,20.00,perdeu,1.89,-20.00,-50.00,0,154.40,P4_hot_streak
2026-06-04T14:35:42,2.16,2.00,10.00,perdeu,1.55,-10.00,-60.00,0,154.40,P4_hot_streak
2026-06-04T14:35:56,1.58,2.00,10.00,perdeu,1.34,-10.00,-70.00,0,154.40,P4_hot_streak
