timestamp,multiplicador_round,cashout_alvo,valor_apostado,resultado,cashout_obtido,lucro_aposta,banca_acumulada,cadeia_pos,cofre,estrategia
2026-05-26T12:30:02,1.24,1.20,122.00,ganhou,1.20,24.40,222.00,0,0.00,default_1.20x
2026-05-26T12:30:16,1.42,1.20,146.40,ganhou,1.21,30.74,368.40,0,30.74,default_1.20x
2026-05-26T12:30:35,361.42,1.20,100.00,ganhou,1.20,20.00,468.40,0,30.74,default_1.20x
2026-05-26T12:31:01,2.36,1.20,120.00,ganhou,1.20,24.00,588.40,0,30.74,default_1.20x
2026-05-26T12:31:16,4.00,1.20,144.00,ganhou,1.20,28.80,732.40,0,59.54,default_1.20x
2026-05-26T12:31:34,1.58,1.20,100.00,ganhou,1.22,22.00,832.40,0,59.54,default_1.20x
2026-05-26T12:32:00,1.40,1.20,122.00,ganhou,1.20,24.40,954.40,0,59.54,default_1.20x
2026-05-26T12:32:23,3.26,1.20,146.40,ganhou,1.20,29.28,1100.80,0,88.82,default_1.20x
2026-05-26T12:33:09,3.26,1.20,100.00,ganhou,1.21,21.00,1200.80,0,88.82,default_1.20x
2026-05-26T12:33:44,19.69,1.20,100.00,perdeu,0.00,-100.00,1100.80,0,88.82,default_1.20x
2026-05-26T12:34:17,1.10,1.20,100.00,ganhou,1.21,21.00,1200.80,0,88.82,default_1.20x
2026-05-26T12:34:30,1.44,1.20,100.00,perdeu,1.18,-100.00,1100.80,0,88.82,default_1.20x
2026-05-26T12:35:02,31.21,1.20,100.00,ganhou,1.21,21.00,1200.80,0,88.82,default_1.20x
2026-05-26T12:35:37,2.43,1.20,100.00,perdeu,0.00,-100.00,1100.80,0,88.82,default_1.20x
2026-05-26T12:36:01,1.07,1.20,100.00,ganhou,1.22,22.00,1200.80,0,88.82,default_1.20x
2026-05-26T12:36:43,15.65,1.20,100.00,ganhou,1.21,21.00,1300.80,0,88.82,default_1.20x
2026-05-26T12:37:05,2.68,1.20,100.00,ganhou,1.21,21.00,1400.80,0,109.82,default_1.20x
2026-05-26T12:37:27,1.11,1.20,100.00,ganhou,1.23,23.00,1500.80,0,109.82,default_1.20x
2026-05-26T12:37:43,791.11,1.20,100.00,ganhou,1.21,21.00,1600.80,0,109.82,default_1.20x
2026-05-26T12:38:02,1.79,1.20,100.00,ganhou,1.20,20.00,1700.80,0,129.82,default_1.20x
2026-05-26T12:38:20,132.28,1.20,100.00,ganhou,1.20,20.00,1800.80,0,129.82,default_1.20x
2026-05-26T12:38:35,2.13,1.20,100.00,ganhou,1.21,21.00,1900.80,0,129.82,default_1.20x
2026-05-26T12:39:01,1.56,1.20,100.00,ganhou,1.23,23.00,2000.80,0,152.82,default_1.20x
2026-05-26T12:39:37,4.03,1.20,100.00,perdeu,0.00,-100.00,1900.80,0,152.82,default_1.20x
2026-05-26T13:41:28,1.27,1.20,100.00,perdeu,0.00,-100.00,1800.80,0,152.82,default_1.20x
2026-05-26T13:46:23,8.30,1.20,100.00,perdeu,0.00,-100.00,1700.80,0,152.82,default_1.20x
